"wordId","word","topicId","dov","dovDelta","composition","dod","dodDelta","numDocs","score"
W0,tamper,T54,0.006944244712757267,-0.02256174174780116,1.4386532662328484,0.05049383896534435,-0.09544110730363502,10,1.854989
W1,prepare,T61,0.07307080522612412,0.0,14.0084805956112,0.4569195187372977,0.0,87,1.750228
W2,year,T84,0.3831065796146098,0.0,75.18587594860949,2.478563087811265,0.0,487,0.633881
W3,vary,T7,0.03498257756861602,0.0,7.029245078277295,0.21704800799033674,0.0,44,1.874229
W4,nation,T20,0.0062339510334751685,0.0,1.1615673478595876,0.09263631250362014,0.0,19,1.964275
W5,credible,T8,7.140196214515029E-4,0.25644086441634506,0.1406786522243548,0.019449818033396814,-0.04316166095545251,4,2.206788
W6,maintain,T7,0.07015085925602388,0.0,14.121377430252082,0.45176384575686146,0.0,89,1.746560
W7,shift,T57,0.08146844771905808,0.0,15.302138429635455,0.5474142531641117,0.0,104,1.715740
W8,county,T57,0.02598423973300905,0.0,4.884917002447493,0.10485216099936293,0.0,20,1.926071
W9,bring,T49,0.17244805668910435,0.0,33.58774441537232,1.3067715903836086,0.0,257,1.339469
W10,accuracy,T57,0.018710205591498448,0.0,3.472015546554037,0.13768580677562234,0.0,26,1.932442
W11,professional,T53,0.11212784063412858,0.0,21.63575404706621,0.6820378719781733,0.0,130,1.619799
W12,properly,T84,0.021685306751396592,0.0,4.378920307645491,0.17357649422611415,0.0,35,1.911981
W13,ongoing,T56,0.026607326581425953,0.0,5.284697870823533,0.24142950158481297,0.0,47,1.887711
W14,improbable,T5,9.369794972863977E-4,1.509913814783671,0.14689507777539276,0.010591669750421447,-0.03388429752066113,2,3.472025
W15,state,T5,0.14378226539630048,0.0,28.140009375912058,1.1467429921746597,0.0,223,1.436815
W16,press,T64,0.047472528199290355,0.0,9.332318911981096,0.3125027281645137,0.0,61,1.829730
W17,meaningless,T96,0.00216057926841153,0.0,0.42007392405717475,0.025337814801563253,0.0,5,1.989464
W18,boil,T20,0.002020731243075902,-0.1823000791312591,0.32643887435280783,0.037121431221498705,-0.1815548780487805,6,1.625264
W19,dissuade,T5,6.10233573955906E-4,-0.12156365414852463,0.12649677845089563,0.014571769252909008,-0.11694214876033057,3,1.756418
W20,element,T84,0.030932759069473452,0.0,5.93035850474653,0.30761705650042337,0.0,60,1.864746
W21,distinguish,T3,0.007770395175979944,0.0,1.5598592558122226,0.09087065508170242,0.0,18,1.961598
W22,pass,T56,0.06826441714222703,0.0,13.40639081014916,0.6519809590358706,0.0,128,1.703970
W23,night,T68,0.05768430480423669,0.0,11.57882501229114,0.4795199584041454,0.0,96,1.762862
W24,locality,T18,0.0011767788488348412,0.01979097815126037,0.22411636468109034,0.020438662630288134,0.01333046184785274,4,2.025803
W25,opportunity,T57,0.10927980930833556,0.0,20.439131879259058,0.9728767137605525,0.0,186,1.560330
W26,require,T7,0.20272649605138637,0.0,40.90413518765203,1.2291355692973844,0.0,247,1.279640
W27,hurricane,T84,0.0013526843256994301,0.12616994334037832,0.23633399527594992,0.023814810246289217,0.2983471074380166,4,2.417077
W28,vulnerability,T18,0.0257943556068414,0.0,4.805009304171362,0.2447946166371297,0.0,46,1.893742
W29,decentralized,T10,0.00455175239650566,0.0,0.8244622615929755,0.031113812860051306,0.0,6,1.984179
W30,analysis,T56,0.0634825683975051,0.0,12.085162919748777,0.6366496545805342,0.0,122,1.724718
W31,accurately,T61,0.019393220062125086,0.0,3.7363512390479405,0.10906273967694907,0.0,21,1.936189
W32,benefit,T49,0.12907696170842145,0.0,25.38627588628046,0.9061813644215432,0.0,178,1.521453
W33,planning,T84,0.012277971666324976,0.0,2.4250437803040645,0.13242286528472968,0.0,26,1.942826
W34,unique,T43,0.09575947057780425,0.0,18.47094006014494,0.5677943221177595,0.0,109,1.677941
W35,recount,T57,0.025854721685366826,0.0,4.525184953845922,0.09438011284222242,0.0,17,1.933461
W36,commentary,T7,0.00685000059587777,0.0,1.366613923206495,0.05074542153123027,0.0,10,1.973706
W37,sophisticated,T55,0.030307035202291065,0.0,5.940192172799398,0.2088835794883787,0.0,40,1.890126
W38,jurisdiction,T45,0.008431844896127048,0.0038789862991681634,1.6123280669672149,0.05055621605389876,0.10130686017603975,10,2.076455
W39,result,T19,0.07005997758043857,0.0,14.070309379723643,0.62960301687796,0.0,126,1.699933
W40,current,T45,0.06835423627850087,0.0,13.383633346816028,0.702825997541181,0.0,138,1.691457
W41,capability,T54,0.04602446712746326,0.0,8.700459475605832,0.3092049284440266,0.0,59,1.838545
W42,involvement,T4,0.0052109260749742614,0.0,1.0215808102791153,0.0713373565689639,0.0,14,1.972033
W43,routine,T7,0.012845215365277711,0.0,2.2235572739601723,0.09094158813766694,0.0,17,1.956289
W44,variety,T56,0.0385569388025686,0.0,7.582465198633336,0.23158136757708553,0.0,45,1.867468
W45,attack,T90,0.04935358996905594,0.0,9.66207415215382,0.47272449465398736,0.0,92,1.786969
W46,virally,T42,0.0,0.0,0.0,0.0,0.0,0,2.000000
W47,specificity,T7,6.292358476261814E-4,-0.2,0.126633714334769,0.004968944099378882,-0.2,1,1.597470
W48,national,T45,0.020616476141968574,0.0,3.943161159757196,0.23773312060268295,0.0,47,1.901017
